UDI,Product_ID,Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,TWF,HDF,PWF,OSF,RNF,Temp_Delta,Power_Watts
8673,L55852,L,297.5,308.8,1312,50.3,159,0,0,0,0,0,0,11.3,65993.6
8674,L55853,L,297.4,308.6,1494,42.6,161,0,0,0,0,0,0,11.2,63644.4
8675,M23534,M,297.4,308.6,1528,29.1,163,0,0,0,0,0,0,11.2,44464.8
8676,H38089,H,297.3,308.6,1688,29.4,166,0,0,0,0,0,0,11.3,49627.2
8677,M23536,M,297.3,308.5,1520,42.4,171,0,0,0,0,0,0,11.2,64448
8678,M23537,M,297.3,308.5,1664,28.9,174,0,0,0,0,0,0,11.2,48089.6
8679,L55858,L,297.3,308.5,1514,44.5,177,0,0,0,0,0,0,11.2,67373
8680,L55859,L,297.3,308.5,1456,54.2,179,0,0,0,0,0,0,11.2,78915.2
8681,L55860,L,297.2,308.5,1494,39.6,181,0,0,0,0,0,0,11.3,59162.4
8682,L55861,L,297.2,308.4,1605,30,183,0,0,0,0,0,0,11.2,48150
8683,M23542,M,297.2,308.5,1353,46.5,185,0,0,0,0,0,0,11.3,62914.5
8684,L55863,L,297.2,308.5,1447,47.9,188,0,0,0,0,0,0,11.3,69311.3
8685,L55864,L,297.2,308.5,1588,40.4,190,0,0,0,0,0,0,11.3,64155.2
8686,H38099,H,297.2,308.5,1524,41.4,192,0,0,0,0,0,0,11.3,63093.6
8687,M23546,M,297.2,308.5,1611,31.6,197,0,0,0,0,0,0,11.3,50907.6
8688,M23547,M,297.2,308.5,1604,34.9,200,0,0,0,0,0,0,11.3,55979.6
8689,L55868,L,297.1,308.5,1483,46.9,203,0,0,0,0,0,0,11.4,69552.7
8690,L55869,L,297.1,308.4,1543,39.6,205,0,0,0,0,0,0,11.3,61102.8
8691,L55870,L,297.1,308.5,1323,44.4,207,1,1,0,0,0,0,11.4,58741.2
8692,L55871,L,297.1,308.5,1555,36.2,0,0,0,0,0,0,0,11.4,56291
8693,L55872,L,297.1,308.4,1583,31.9,2,0,0,0,0,0,0,11.3,50497.7
8694,M23553,M,297.2,308.5,1584,40,4,0,0,0,0,0,0,11.3,63360
8695,L55874,L,297.2,308.5,1766,25.8,7,0,0,0,0,0,0,11.3,45562.8
8696,M23555,M,297.2,308.6,1498,44.4,9,0,0,0,0,0,0,11.4,66511.2
8697,L55876,L,297.2,308.6,1413,49.8,12,0,0,0,0,0,0,11.4,70367.4
8698,L55877,L,297.3,308.6,1505,33.5,14,0,0,0,0,0,0,11.3,50417.5
8699,H38112,H,297.3,308.7,1438,46.2,16,0,0,0,0,0,0,11.4,66435.6
8700,M23559,M,297.3,308.7,1655,34.1,21,0,0,0,0,0,0,11.4,56435.5
8701,M23560,M,297.3,308.7,1451,43.8,24,0,0,0,0,0,0,11.4,63553.8
8702,M23561,M,297.3,308.7,1466,38.4,27,0,0,0,0,0,0,11.4,56294.4
8703,L55882,L,297.2,308.6,1774,23,30,0,0,0,0,0,0,11.4,40802
8704,M23563,M,297.2,308.6,1284,51.3,32,0,0,0,0,0,0,11.4,65869.2
8705,L55884,L,297.1,308.5,1425,40,35,0,0,0,0,0,0,11.4,57000
8706,L55885,L,297.2,308.6,1437,52.4,37,0,0,0,0,0,0,11.4,75298.8
8707,L55886,L,297.2,308.6,1335,53,39,0,0,0,0,0,0,11.4,70755
8708,L55887,L,297.2,308.5,1471,41.7,41,0,0,0,0,0,0,11.3,61340.7
8709,M23568,M,297.2,308.5,1364,54,43,0,0,0,0,0,0,11.3,73656
8710,L55889,L,297.1,308.5,1578,35.6,46,0,0,0,0,0,0,11.4,56176.8
8711,L55890,L,297.1,308.5,1712,32.1,48,0,0,0,0,0,0,11.4,54955.2
8712,L55891,L,297.1,308.5,1733,28.7,50,0,0,0,0,0,0,11.4,49737.1
8713,L55892,L,297.2,308.6,1652,32.1,52,0,0,0,0,0,0,11.4,53029.2
8714,L55893,L,297.2,308.6,1917,24.1,54,0,0,0,0,0,0,11.4,46199.7
8715,M23574,M,297.2,308.6,1444,41.1,56,0,0,0,0,0,0,11.4,59348.4
8716,L55895,L,297.1,308.6,1442,37.1,59,0,0,0,0,0,0,11.5,53498.2
8717,M23576,M,297.1,308.6,1717,31.3,61,0,0,0,0,0,0,11.5,53742.1
8718,L55897,L,297.1,308.7,1474,42.3,64,0,0,0,0,0,0,11.6,62350.2
8719,L55898,L,297.2,308.7,1509,39.3,66,0,0,0,0,0,0,11.5,59303.7
8720,L55899,L,297.2,308.8,1451,43.1,68,0,0,0,0,0,0,11.6,62538.1
8721,L55900,L,297.3,308.8,1554,36.1,70,0,0,0,0,0,0,11.5,56099.4
8722,L55901,L,297.2,308.7,1669,30.7,72,0,0,0,0,0,0,11.5,51238.3
8723,L55902,L,297.2,308.6,1366,50.4,74,0,0,0,0,0,0,11.4,68846.4
8724,L55903,L,297.2,308.6,1578,34.4,76,0,0,0,0,0,0,11.4,54283.2
8725,M23584,M,297.2,308.6,1513,39,78,0,0,0,0,0,0,11.4,59007
8726,M23585,M,297.1,308.5,1515,42.1,81,0,0,0,0,0,0,11.4,63781.5
8727,L55906,L,297.2,308.6,1562,33,84,0,0,0,0,0,0,11.4,51546
8728,L55907,L,297.2,308.7,1501,38.5,86,0,0,0,0,0,0,11.5,57788.5
8729,M23588,M,297.2,308.7,1398,38.1,88,0,0,0,0,0,0,11.5,53263.8
8730,L55909,L,297.3,308.7,1352,53.8,91,0,0,0,0,0,0,11.4,72737.6
8731,H38144,H,297.3,308.7,1569,33.9,93,0,0,0,0,0,0,11.4,53189.1
8732,H38145,H,297.2,308.6,1486,46.6,98,0,0,0,0,0,0,11.4,69247.6
8733,L55912,L,297.2,308.6,1864,23.6,103,0,0,0,0,0,0,11.4,43990.4
8734,M23593,M,297.3,308.7,1447,44.5,105,0,0,0,0,0,0,11.4,64391.5
8735,L55914,L,297.2,308.6,1392,41.5,108,0,0,0,0,0,0,11.4,57768
8736,L55915,L,297.3,308.6,1358,47.6,110,0,0,0,0,0,0,11.3,64640.8
8737,L55916,L,297.3,308.7,1491,40.2,112,0,0,0,0,0,0,11.4,59938.2
8738,L55917,L,297.3,308.7,1556,36.7,114,0,0,0,0,0,0,11.4,57105.2
8739,L55918,L,297.3,308.7,1531,36.7,116,0,0,0,0,0,0,11.4,56187.7
8740,H38153,H,297.4,308.7,1429,37.6,118,0,0,0,0,0,0,11.3,53730.4
8741,M23600,M,297.4,308.8,1573,33.9,123,0,0,0,0,0,0,11.4,53324.7
8742,L55921,L,297.4,308.8,1538,41.2,126,0,0,0,0,0,0,11.4,63365.6
8743,L55922,L,297.4,308.8,1467,39,128,0,0,0,0,0,0,11.4,57213
8744,H38157,H,297.4,308.7,1323,51.1,130,0,0,0,0,0,0,11.3,67605.3
8745,M23604,M,297.4,308.7,1798,23,135,0,0,0,0,0,0,11.3,41354
8746,L55925,L,297.4,308.6,1411,46.3,138,0,0,0,0,0,0,11.2,65329.3
8747,L55926,L,297.3,308.5,1528,44.5,140,0,0,0,0,0,0,11.2,67996
8748,L55927,L,297.3,308.5,1504,42,142,0,0,0,0,0,0,11.2,63168
8749,L55928,L,297.3,308.5,1384,39.6,144,0,0,0,0,0,0,11.2,54806.4
8750,L55929,L,297.2,308.4,1677,26.4,146,0,0,0,0,0,0,11.2,44272.8
8751,L55930,L,297.3,308.5,1764,30.8,148,0,0,0,0,0,0,11.2,54331.2
8752,M23611,M,297.4,308.5,1472,42,150,0,0,0,0,0,0,11.1,61824
8753,M23612,M,297.4,308.5,1465,55.9,153,0,0,0,0,0,0,11.1,81893.5
8754,M23613,M,297.4,308.6,1657,33.1,156,0,0,0,0,0,0,11.2,54846.7
8755,L55934,L,297.4,308.6,1635,30.5,159,0,0,0,0,0,0,11.2,49867.5
8756,M23615,M,297.4,308.7,1582,31.9,161,0,0,0,0,0,0,11.3,50465.8
8757,L55936,L,297.5,308.7,1761,26.2,164,0,0,0,0,0,0,11.2,46138.2
8758,L55937,L,297.5,308.8,1587,34.9,166,0,0,0,0,0,0,11.3,55386.3
8759,M23618,M,297.5,308.7,1446,53,168,0,0,0,0,0,0,11.2,76638
8760,M23619,M,297.5,308.7,1352,53,171,0,0,0,0,0,0,11.2,71656
8761,M23620,M,297.4,308.7,1392,46.4,174,0,0,0,0,0,0,11.3,64588.8
8762,L55941,L,297.5,308.8,1417,49.8,177,0,0,0,0,0,0,11.3,70566.6
8763,H38176,H,297.5,308.8,1824,24,179,0,0,0,0,0,0,11.3,43776
8764,L55943,L,297.5,308.8,1603,36.7,184,0,0,0,0,0,0,11.3,58830.1
8765,L55944,L,297.4,308.8,1620,33.4,186,0,0,0,0,0,0,11.4,54108
8766,L55945,L,297.4,308.8,1353,49.4,188,0,0,0,0,0,0,11.4,66838.2
8767,L55946,L,297.5,308.8,1360,50.7,190,0,0,0,0,0,0,11.3,68952
8768,L55947,L,297.5,308.6,1380,53.5,192,0,0,0,0,0,0,11.1,73830
8769,M23628,M,297.5,308.7,1363,53.6,194,0,0,0,0,0,0,11.2,73056.8
8770,M23629,M,297.4,308.6,1452,41.2,197,0,0,0,0,0,0,11.2,59822.4
8771,L55950,L,297.4,308.6,1680,32.8,200,0,0,0,0,0,0,11.2,55104
8772,L55951,L,297.5,308.6,1536,39,202,0,0,0,0,0,0,11.1,59904
8773,L55952,L,297.5,308.6,1621,28.9,0,0,0,0,0,0,0,11.1,46846.9
8774,L55953,L,297.5,308.6,1585,37.6,2,0,0,0,0,0,0,11.1,59596
8775,M23634,M,297.6,308.7,1408,51.5,4,0,0,0,0,0,0,11.1,72512
8776,H38189,H,297.5,308.6,1536,38.7,7,0,0,0,0,0,0,11.1,59443.2
8777,L55956,L,297.5,308.6,1352,52.6,12,0,0,0,0,0,0,11.1,71115.2
8778,H38191,H,297.5,308.6,1481,38.8,14,0,0,0,0,0,0,11.1,57462.8
8779,L55958,L,297.5,308.7,1454,45,19,0,0,0,0,0,0,11.2,65430
8780,M23639,M,297.5,308.6,1349,51.5,21,0,0,0,0,0,0,11.1,69473.5
8781,M23640,M,297.5,308.6,1327,52.1,24,0,0,0,0,0,0,11.1,69136.7
8782,L55961,L,297.6,308.7,1552,42.3,27,0,0,0,0,0,0,11.1,65649.6
8783,L55962,L,297.5,308.7,1456,44.7,29,0,0,0,0,0,0,11.2,65083.2
8784,M23643,M,297.6,308.6,1254,45.8,31,0,0,0,0,0,0,11,57433.2
8785,L55964,L,297.5,308.6,1437,43.3,34,0,0,0,0,0,0,11.1,62222.1
8786,L55965,L,297.5,308.6,1694,27.1,36,0,0,0,0,0,0,11.1,45907.4
8787,L55966,L,297.5,308.5,1306,50.7,38,0,0,0,0,0,0,11,66214.2
8788,M23647,M,297.5,308.5,1699,30.1,40,0,0,0,0,0,0,11,51139.9
8789,L55968,L,297.4,308.5,1369,53.2,43,0,0,0,0,0,0,11.1,72830.8
8790,L55969,L,297.4,308.5,1471,43.9,45,0,0,0,0,0,0,11.1,64576.9
8791,L55970,L,297.4,308.5,1410,43.9,47,0,0,0,0,0,0,11.1,61899
8792,M23651,M,297.4,308.5,1412,45.5,49,0,0,0,0,0,0,11.1,64246
8793,L55972,L,297.4,308.5,1418,51.2,52,0,0,0,0,0,0,11.1,72601.6
8794,L55973,L,297.4,308.5,1782,25.9,54,0,0,0,0,0,0,11.1,46153.8
8795,M23654,M,297.4,308.5,1497,36.4,56,0,0,0,0,0,0,11.1,54490.8
8796,L55975,L,297.3,308.4,1459,39.4,59,0,0,0,0,0,0,11.1,57484.6
8797,L55976,L,297.2,308.3,1796,23.8,61,0,0,0,0,0,0,11.1,42744.8
8798,L55977,L,297.2,308.3,1569,31.2,63,0,0,0,0,0,0,11.1,48952.8
8799,L55978,L,297.3,308.4,1469,46.7,65,0,0,0,0,0,0,11.1,68602.3
8800,L55979,L,297.3,308.4,1472,41.3,67,0,0,0,0,0,0,11.1,60793.6
8801,L55980,L,297.4,308.5,1475,47.2,69,0,0,0,0,0,0,11.1,69620
8802,L55981,L,297.4,308.6,1488,36.4,71,0,0,0,0,0,0,11.2,54163.2
8803,L55982,L,297.4,308.6,1524,43.1,73,0,0,0,0,0,0,11.2,65684.4
8804,L55983,L,297.4,308.5,1486,48.6,75,0,0,0,0,0,0,11.1,72219.6
8805,M23664,M,297.5,308.6,1255,60.7,77,0,0,0,0,0,0,11.1,76178.5
8806,M23665,M,297.4,308.6,1469,42.6,80,0,0,0,0,0,0,11.2,62579.4
8807,L55986,L,297.4,308.5,1692,34.3,83,0,0,0,0,0,0,11.1,58035.6
8808,M23667,M,297.4,308.6,1604,32.8,85,0,0,0,0,0,0,11.2,52611.2
8809,L55988,L,297.4,308.6,1446,48.1,88,0,0,0,0,0,0,11.2,69552.6
8810,L55989,L,297.3,308.5,1503,43.3,90,0,0,0,0,0,0,11.2,65079.9
8811,M23670,M,297.3,308.5,1625,32.8,92,0,0,0,0,0,0,11.2,53300
8812,L55991,L,297.2,308.5,1574,35.8,95,0,0,0,0,0,0,11.3,56349.2
8813,M23672,M,297.2,308.4,1378,41.9,97,0,0,0,0,0,0,11.2,57738.2
8814,L55993,L,297.1,308.4,1693,29.5,100,0,0,0,0,0,0,11.3,49943.5
8815,L55994,L,297.2,308.4,1462,51.2,102,0,0,0,0,0,0,11.2,74854.4
8816,H38229,H,297.3,308.5,1435,55,104,0,0,0,0,0,0,11.2,78925
8817,M23676,M,297.2,308.5,1425,45.8,109,0,0,0,0,0,0,11.3,65265
8818,H38231,H,297.3,308.6,1376,53.5,112,0,0,0,0,0,0,11.3,73616
8819,M23678,M,297.4,308.7,1481,48,117,0,0,0,0,0,0,11.3,71088
8820,H38233,H,297.4,308.7,1349,48.9,120,0,0,0,0,0,0,11.3,65966.1
8821,L56000,L,297.3,308.7,1551,40,125,0,0,0,0,0,0,11.4,62040
8822,H38235,H,297.4,308.7,1623,33.8,127,0,0,0,0,0,0,11.3,54857.4
8823,L56002,L,297.4,308.8,1462,49.7,132,0,0,0,0,0,0,11.4,72661.4
8824,M23683,M,297.3,308.8,1447,57.4,134,0,0,0,0,0,0,11.5,83057.8
8825,M23684,M,297.3,308.9,1799,24.5,137,0,0,0,0,0,0,11.6,44075.5
8826,M23685,M,297.3,308.8,1548,41.3,140,0,0,0,0,0,0,11.5,63932.4
8827,M23686,M,297.2,308.8,1485,47.9,143,0,0,0,0,0,0,11.6,71131.5
8828,L56007,L,297.2,308.7,1463,49.9,146,0,0,0,0,0,0,11.5,73003.7
8829,L56008,L,297.3,308.7,1587,35.8,148,0,0,0,0,0,0,11.4,56814.6
8830,M23689,M,297.3,308.8,1469,44.1,150,0,0,0,0,0,0,11.5,64782.9
8831,H38244,H,297.3,308.7,1430,42.8,153,0,0,0,0,0,0,11.4,61204
8832,H38245,H,297.4,308.7,1726,26.8,158,0,0,0,0,0,0,11.3,46256.8
8833,L56012,L,297.4,308.8,1651,34.1,163,0,0,0,0,0,0,11.4,56299.1
8834,L56013,L,297.4,308.8,1529,41.3,165,0,0,0,0,0,0,11.4,63147.7
8835,L56014,L,297.4,308.8,1473,46.2,167,0,0,0,0,0,0,11.4,68052.6
8836,H38249,H,297.4,308.8,1324,53.5,169,0,0,0,0,0,0,11.4,70834
8837,L56016,L,297.4,308.9,1708,28.8,174,0,0,0,0,0,0,11.5,49190.4
8838,M23697,M,297.5,309.1,1540,38.5,176,0,0,0,0,0,0,11.6,59290
8839,L56018,L,297.5,309,1320,54.7,179,0,0,0,0,0,0,11.5,72204
8840,M23699,M,297.4,308.9,1376,39,181,0,0,0,0,0,0,11.5,53664
8841,M23700,M,297.3,308.7,1542,37,184,0,0,0,0,0,0,11.4,57054
8842,L56021,L,297.3,308.7,1506,39.3,187,0,0,0,0,0,0,11.4,59185.8
8843,L56022,L,297.3,308.7,1492,43.6,189,0,0,0,0,0,0,11.4,65051.2
8844,H38257,H,297.3,308.8,1564,38,191,0,0,0,0,0,0,11.5,59432
8845,H38258,H,297.4,308.9,1645,30.8,196,0,0,0,0,0,0,11.5,50666
8846,M23705,M,297.4,308.9,1348,59.1,201,0,0,0,0,0,0,11.5,79666.8
8847,M23706,M,297.4,308.8,1325,62.4,204,1,1,0,0,1,0,11.4,82680
8848,L56027,L,297.5,308.9,1443,43.5,0,0,0,0,0,0,0,11.4,62770.5
8849,M23708,M,297.5,308.9,1436,44.8,2,0,0,0,0,0,0,11.4,64332.8
8850,L56029,L,297.5,308.9,1596,30.7,5,0,0,0,0,0,0,11.4,48997.2
8851,L56030,L,297.6,309,1491,43.2,7,0,0,0,0,0,0,11.4,64411.2
8852,M23711,M,297.7,308.9,1573,35.1,9,0,0,0,0,0,0,11.2,55212.3
8853,L56032,L,297.7,308.9,1575,39.9,12,0,0,0,0,0,0,11.2,62842.5
8854,L56033,L,297.7,308.9,1458,41.1,14,0,0,0,0,0,0,11.2,59923.8
8855,M23714,M,297.7,309,1433,41.8,16,0,0,0,0,0,0,11.3,59899.4
8856,L56035,L,297.7,308.9,1662,28.1,19,0,0,0,0,0,0,11.2,46702.2
8857,M23716,M,297.7,308.9,1327,63.7,21,0,0,0,0,0,0,11.2,84529.9
8858,L56037,L,297.7,308.9,1742,26.3,24,0,0,0,0,0,0,11.2,45814.6
8859,L56038,L,297.8,308.9,1506,33.5,26,0,0,0,0,0,0,11.1,50451
8860,L56039,L,297.9,309.1,1457,44.4,28,0,0,0,0,0,0,11.2,64690.8
8861,M23720,M,297.9,309.1,1488,37.3,30,0,0,0,0,0,0,11.2,55502.4
8862,L56041,L,297.9,309.1,1619,34.7,33,0,0,0,0,0,0,11.2,56179.3
8863,M23722,M,298,309.2,1558,41.7,35,0,0,0,0,0,0,11.2,64968.6
8864,L56043,L,298,309.2,1731,28.7,38,0,0,0,0,0,0,11.2,49679.7
8865,M23724,M,298,309.1,1574,34.8,40,0,0,0,0,0,0,11.1,54775.2
8866,L56045,L,297.9,309,1290,49.8,43,0,0,0,0,0,0,11.1,64242
8867,H38280,H,297.9,308.9,1416,39.6,45,0,0,0,0,0,0,11,56073.6
8868,L56047,L,297.9,308.9,1566,41.9,50,0,0,0,0,0,0,11,65615.4
8869,L56048,L,297.9,309,1456,46.5,52,0,0,0,0,0,0,11.1,67704
8870,L56049,L,297.9,309,1528,37.5,54,0,0,0,0,0,0,11.1,57300
8871,M23730,M,297.9,309.1,1338,49.6,56,0,0,0,0,0,0,11.2,66364.8
8872,M23731,M,297.9,309.1,1558,39.2,59,0,0,0,0,0,0,11.2,61073.6
8873,M23732,M,297.9,309.1,1614,38.1,62,0,0,0,0,0,0,11.2,61493.4
8874,H38287,H,298,309.1,1557,36.4,65,0,0,0,0,0,0,11.1,56674.8
8875,L56054,L,298.1,309.3,1443,45.3,70,0,0,0,0,0,0,11.2,65367.9
8876,H38289,H,298.1,309.3,1332,51,72,0,0,0,0,0,0,11.2,67932
8877,M23736,M,298.1,309.3,1752,25.2,77,0,0,0,0,0,0,11.2,44150.4
8878,M23737,M,298.1,309.2,1460,45.8,80,0,0,0,0,0,0,11.1,66868
8879,L56058,L,298.1,309.2,1802,26.9,83,0,0,0,0,0,0,11.1,48473.8
8880,L56059,L,298,309.2,1527,39.5,85,0,0,0,0,0,0,11.2,60316.5
8881,L56060,L,298,309.2,1458,39.8,87,0,0,0,0,0,0,11.2,58028.4
8882,H38295,H,298,309.2,1520,37.9,89,0,0,0,0,0,0,11.2,57608
8883,L56062,L,298,309.2,1378,49.7,94,0,0,0,0,0,0,11.2,68486.6
8884,M23743,M,297.9,309.2,1529,38.1,96,0,0,0,0,0,0,11.3,58254.9
8885,L56064,L,298,309.2,1527,32.4,99,0,0,0,0,0,0,11.2,49474.8
8886,M23745,M,298,309.2,1438,42.9,101,0,0,0,0,0,0,11.2,61690.2
8887,L56066,L,297.9,309,1583,36.7,104,0,0,0,0,0,0,11.1,58096.1
8888,L56067,L,297.8,308.9,1530,37.6,106,0,0,0,0,0,0,11.1,57528
8889,M23748,M,297.7,308.9,1530,39.1,108,0,0,0,0,0,0,11.2,59823
8890,M23749,M,297.7,308.8,2089,19.1,111,0,0,0,0,0,0,11.1,39899.9
8891,L56070,L,297.7,308.8,1616,34.2,114,0,0,0,0,0,0,11.1,55267.2
8892,M23751,M,297.7,308.9,1681,28.3,116,0,0,0,0,0,0,11.2,47572.3
8893,L56072,L,297.6,308.8,1475,43,119,0,0,0,0,0,0,11.2,63425
8894,L56073,L,297.5,308.7,1371,46.5,121,0,0,0,0,0,0,11.2,63751.5
8895,M23754,M,297.5,308.7,1546,38,123,0,0,0,0,0,0,11.2,58748
8896,H38309,H,297.4,308.6,1461,40.1,126,0,0,0,0,0,0,11.2,58586.1
8897,L56076,L,297.4,308.7,1638,31.9,131,0,0,0,0,0,0,11.3,52252.2
8898,M23757,M,297.3,308.7,1577,35.6,133,0,0,0,0,0,0,11.4,56141.2
8899,L56078,L,297.4,308.6,1532,38.7,136,0,0,0,0,0,0,11.2,59288.4
8900,M23759,M,297.3,308.5,1710,27.7,138,0,0,0,0,0,0,11.2,47367
8901,M23760,M,297.3,308.6,1584,29.4,141,0,0,0,0,0,0,11.3,46569.6
8902,L56081,L,297.3,308.6,1446,50.1,144,0,0,0,0,0,0,11.3,72444.6
8903,H38316,H,297.4,308.7,1522,46.3,146,0,0,0,0,0,0,11.3,70468.6
8904,M23763,M,297.4,308.7,1382,49.9,151,0,0,0,0,0,0,11.3,68961.8
8905,L56084,L,297.4,308.7,1584,38.2,154,0,0,0,0,0,0,11.3,60508.8
8906,L56085,L,297.3,308.6,1385,55.2,156,0,0,0,0,0,0,11.3,76452
8907,L56086,L,297.3,308.7,1592,34.4,158,0,0,0,0,0,0,11.4,54764.8
8908,M23767,M,297.2,308.6,1404,43.7,160,0,0,0,0,0,0,11.4,61354.8
8909,L56088,L,297.2,308.5,1518,44.3,163,0,0,0,0,0,0,11.3,67247.4
8910,L56089,L,297.1,308.4,1529,40.4,165,0,0,0,0,0,0,11.3,61771.6
8911,L56090,L,297.1,308.4,1550,37,167,0,0,0,0,0,0,11.3,57350
8912,L56091,L,297.1,308.3,1773,23.8,169,0,0,0,0,0,0,11.2,42197.4
8913,L56092,L,297.2,308.5,1446,43.7,171,0,0,0,0,0,0,11.3,63190.2
8914,M23773,M,297.2,308.5,1487,46.9,173,0,0,0,0,0,0,11.3,69740.3
8915,M23774,M,297.3,308.5,1524,49.3,176,0,0,0,0,0,0,11.2,75133.2
8916,L56095,L,297.1,308.3,1403,54.1,179,0,0,0,0,0,0,11.2,75902.3
8917,L56096,L,297.1,308.2,2267,15.7,181,0,0,0,0,0,0,11.1,35591.9
8918,M23777,M,297.1,308.2,1529,37.9,183,0,0,0,0,0,0,11.1,57949.1
8919,L56098,L,297.1,308.2,1402,51.2,186,0,0,0,0,0,0,11.1,71782.4
8920,L56099,L,297.2,308.3,1693,28,188,0,0,0,0,0,0,11.1,47404
8921,L56100,L,297.1,308.3,1496,45.8,190,0,0,0,0,0,0,11.2,68516.8
8922,L56101,L,297.1,308.1,1633,33.3,192,0,0,0,0,0,0,11,54378.9
8923,L56102,L,297.1,308.2,1399,42.6,194,0,0,0,0,0,0,11.1,59597.4
8924,M23783,M,297,308.1,1363,45.3,196,0,0,0,0,0,0,11.1,61743.9
8925,H38338,H,297.1,308.2,1527,42.2,199,0,0,0,0,0,0,11.1,64439.4
8926,M23785,M,297.2,308.2,1405,42.5,204,0,0,0,0,0,0,11,59712.5
8927,M23786,M,297.3,308.3,1459,59.6,207,1,0,0,1,1,0,11,86956.4
8928,M23787,M,297.4,308.4,1789,25,210,0,0,0,0,0,0,11,44725
8929,L56108,L,297.4,308.4,1531,41.5,213,0,0,0,0,0,0,11,63536.5
8930,M23789,M,297.4,308.4,1620,35.8,215,0,0,0,0,0,0,11,57996
8931,L56110,L,297.4,308.4,1571,39.4,0,0,0,0,0,0,0,11,61897.4
8932,L56111,L,297.4,308.4,1434,39.9,2,0,0,0,0,0,0,11,57216.6
8933,L56112,L,297.4,308.4,1474,43.6,4,0,0,0,0,0,0,11,64266.4
8934,M23793,M,297.3,308.3,1544,41.7,6,0,0,0,0,0,0,11,64384.8
8935,L56114,L,297.3,308.2,1601,35.7,9,0,0,0,0,0,0,10.9,57155.7
8936,L56115,L,297.4,308.3,1801,26.9,11,0,0,0,0,0,0,10.9,48446.9
8937,L56116,L,297.4,308.3,1465,42,13,0,0,0,0,0,0,10.9,61530
8938,M23797,M,297.4,308.4,1340,52.6,15,0,0,0,0,0,0,11,70484
8939,M23798,M,297.4,308.4,1517,41,18,0,0,0,0,0,0,11,62197
8940,M23799,M,297.3,308.4,1434,44.8,21,0,0,0,0,0,0,11.1,64243.2
8941,H38354,H,297.3,308.3,1935,19.3,24,0,0,0,0,0,0,11,37345.5
8942,M23801,M,297.3,308.3,1595,32.2,29,0,0,0,0,0,0,11,51359
8943,L56122,L,297.3,308.3,2188,17,32,0,0,0,0,0,0,11,37196
8944,M23803,M,297.3,308.4,1449,44.4,34,0,0,0,0,0,0,11.1,64335.6
8945,L56124,L,297.3,308.3,1471,38.2,37,0,0,0,0,0,0,11,56192.2
8946,L56125,L,297.4,308.2,1639,33.8,39,0,0,0,0,0,0,10.8,55398.2
8947,M23806,M,297.3,308.2,1846,24.5,41,0,0,0,0,0,0,10.9,45227
8948,M23807,M,297.3,308.2,1452,38.2,44,0,0,0,0,0,0,10.9,55466.4
8949,M23808,M,297.4,308.3,1483,41.9,47,0,0,0,0,0,0,10.9,62137.7
8950,L56129,L,297.4,308.3,1284,60.3,50,0,0,0,0,0,0,10.9,77425.2
8951,L56130,L,297.4,308.2,1419,50,52,0,0,0,0,0,0,10.8,70950
8952,L56131,L,297.3,308.1,1763,28.4,54,0,0,0,0,0,0,10.8,50069.2
8953,M23812,M,297.2,308,1478,42.5,56,0,0,0,0,0,0,10.8,62815
8954,L56133,L,297.3,308,1518,36,59,0,0,0,0,0,0,10.7,54648
8955,L56134,L,297.3,308,1447,49,61,0,0,0,0,0,0,10.7,70903
8956,M23815,M,297.4,308,1355,55.1,63,0,0,0,0,0,0,10.6,74660.5
8957,L56136,L,297.4,308.1,1348,57.4,66,0,0,0,0,0,0,10.7,77375.2
8958,L56137,L,297.4,308.1,1348,53.7,68,0,0,0,0,0,0,10.7,72387.6
8959,M23818,M,297.4,308.1,1734,27.7,70,0,0,0,0,0,0,10.7,48031.8
8960,L56139,L,297.3,308,1420,46.5,73,0,0,0,0,0,0,10.7,66030
8961,L56140,L,297.3,307.9,1797,24.7,75,0,0,0,0,0,0,10.6,44385.9
8962,M23821,M,297.3,308,1403,45,77,0,0,0,0,0,0,10.7,63135
8963,L56142,L,297.3,307.9,1628,30.2,80,0,0,0,0,0,0,10.6,49165.6
8964,M23823,M,297.2,307.9,1687,30.4,82,0,0,0,0,0,0,10.7,51284.8
8965,M23824,M,297.2,307.9,1456,44.9,85,0,0,0,0,0,0,10.7,65374.4
8966,L56145,L,297.1,307.9,1496,44.7,88,0,0,0,0,0,0,10.8,66871.2
8967,L56146,L,297.1,307.8,1636,30.3,90,0,0,0,0,0,0,10.7,49570.8
8968,L56147,L,297.1,307.8,1536,40.4,92,0,0,0,0,0,0,10.7,62054.4
8969,L56148,L,297.1,307.8,1454,50.6,94,0,0,0,0,0,0,10.7,73572.4
8970,L56149,L,297,307.8,1396,50,96,0,0,0,0,0,0,10.8,69800
8971,L56150,L,297,307.6,1575,37.4,98,0,0,0,0,0,0,10.6,58905
8972,L56151,L,296.9,307.6,1514,35.7,100,0,0,0,0,0,0,10.7,54049.8
8973,M23832,M,296.8,307.4,1455,49.9,102,0,0,0,0,0,0,10.6,72604.5
8974,L56153,L,296.8,307.4,1549,48.3,105,0,0,0,0,0,0,10.6,74816.7
